DutyID;Paid time or cost of duty;Trips;Car travels
847;523;"57, 58, 59, 60, 96, 74, 75, 76, 77, 22, 23, ";"1, 335, 111, "
853;523;"57, 58, 59, 60, 96, 74, 75, 76, 77, 78, 23, ";"1, 335, 111, "
856;497;"57, 58, 59, 60, 96, 74, 75, 76, 77, 78, 79, 22, ";"1, 335, 57, "
857;523;"57, 58, 59, 60, 96, 74, 75, 76, 77, 78, 79, 22, 23, ";"1, 335, 111, "
865;463;"57, 58, 59, 60, 96, 75, 20, ";"1, 362, 27, "
866;496;"57, 58, 59, 60, 96, 75, 20, 21, ";"1, 362, 54, "
867;497;"57, 58, 59, 60, 96, 75, 20, 21, 22, ";"1, 362, 57, "
868;523;"57, 58, 59, 60, 96, 75, 20, 21, 22, 23, ";"1, 362, 111, "
872;437;"57, 58, 59, 60, 96, 75, 76, 19, ";"1, 362, 24, "
873;463;"57, 58, 59, 60, 96, 75, 76, 19, 20, ";"1, 362, 27, "
874;496;"57, 58, 59, 60, 96, 75, 76, 19, 20, 21, ";"1, 362, 54, "
875;497;"57, 58, 59, 60, 96, 75, 76, 19, 20, 21, 22, ";"1, 362, 57, "
876;523;"57, 58, 59, 60, 96, 75, 76, 19, 20, 21, 22, 23, ";"1, 362, 111, "
880;496;"57, 58, 59, 60, 96, 75, 76, 21, ";"1, 362, 54, "
881;497;"57, 58, 59, 60, 96, 75, 76, 21, 22, ";"1, 362, 57, "
882;523;"57, 58, 59, 60, 96, 75, 76, 21, 22, 23, ";"1, 362, 111, "
886;497;"57, 58, 59, 60, 96, 75, 76, 22, ";"1, 362, 57, "
887;523;"57, 58, 59, 60, 96, 75, 76, 22, 23, ";"1, 362, 111, "
893;497;"57, 58, 59, 60, 96, 75, 76, 77, 22, ";"1, 362, 57, "
894;523;"57, 58, 59, 60, 96, 75, 76, 77, 22, 23, ";"1, 362, 111, "
903;523;"57, 58, 59, 60, 96, 75, 76, 77, 78, 23, ";"1, 362, 111, "
907;497;"57, 58, 59, 60, 96, 75, 76, 77, 78, 79, 22, ";"1, 362, 57, "
908;523;"57, 58, 59, 60, 96, 75, 76, 77, 78, 79, 22, 23, ";"1, 362, 111, "
922;437;"57, 58, 59, 60, 96, 76, 19, ";"1, 386, 24, "
923;463;"57, 58, 59, 60, 96, 76, 19, 20, ";"1, 386, 27, "
924;496;"57, 58, 59, 60, 96, 76, 19, 20, 21, ";"1, 386, 54, "
925;497;"57, 58, 59, 60, 96, 76, 19, 20, 21, 22, ";"1, 386, 57, "
926;523;"57, 58, 59, 60, 96, 76, 19, 20, 21, 22, 23, ";"1, 386, 111, "
930;496;"57, 58, 59, 60, 96, 76, 21, ";"1, 386, 54, "
931;497;"57, 58, 59, 60, 96, 76, 21, 22, ";"1, 386, 57, "
932;523;"57, 58, 59, 60, 96, 76, 21, 22, 23, ";"1, 386, 111, "
936;497;"57, 58, 59, 60, 96, 76, 22, ";"1, 386, 57, "
937;523;"57, 58, 59, 60, 96, 76, 22, 23, ";"1, 386, 111, "
943;497;"57, 58, 59, 60, 96, 76, 77, 22, ";"1, 386, 57, "
944;523;"57, 58, 59, 60, 96, 76, 77, 22, 23, ";"1, 386, 111, "
953;523;"57, 58, 59, 60, 96, 76, 77, 78, 23, ";"1, 386, 111, "
957;497;"57, 58, 59, 60, 96, 76, 77, 78, 79, 22, ";"1, 386, 57, "
958;523;"57, 58, 59, 60, 96, 76, 77, 78, 79, 22, 23, ";"1, 386, 111, "
972;497;"57, 58, 59, 60, 96, 77, 22, ";"1, 401, 57, "
973;523;"57, 58, 59, 60, 96, 77, 22, 23, ";"1, 401, 111, "
982;523;"57, 58, 59, 60, 96, 77, 78, 23, ";"1, 401, 111, "
986;497;"57, 58, 59, 60, 96, 77, 78, 79, 22, ";"1, 401, 57, "
987;523;"57, 58, 59, 60, 96, 77, 78, 79, 22, 23, ";"1, 401, 111, "
1001;523;"57, 58, 59, 60, 96, 78, 23, ";"1, 413, 111, "
1005;497;"57, 58, 59, 60, 96, 78, 79, 22, ";"1, 413, 57, "
1006;523;"57, 58, 59, 60, 96, 78, 79, 22, 23, ";"1, 413, 111, "
1020;440;"57, 58, 59, 60, 96, 12, 13, 76, ";"1, 2, 2607, "
1021;473;"57, 58, 59, 60, 96, 12, 13, 14, 77, ";"1, 2, 2610, "
1022;474;"57, 58, 59, 60, 96, 12, 13, 14, 77, 78, ";"1, 2, 2613, "
1023;474;"57, 58, 59, 60, 96, 12, 13, 14, 78, ";"1, 2, 2613, "
1024;440;"57, 58, 59, 60, 96, 13, 76, ";"1, 29, 2607, "
1025;473;"57, 58, 59, 60, 96, 13, 14, 77, ";"1, 29, 2610, "
1026;474;"57, 58, 59, 60, 96, 13, 14, 77, 78, ";"1, 29, 2613, "
1027;474;"57, 58, 59, 60, 96, 13, 14, 78, ";"1, 29, 2613, "
1028;500;"57, 58, 59, 60, 96, 13, 14, 15, 16, 79, ";"1, 29, 2631, "
1029;473;"57, 58, 59, 60, 96, 14, 77, ";"1, 59, 2610, "
1030;474;"57, 58, 59, 60, 96, 14, 77, 78, ";"1, 59, 2613, "
1031;474;"57, 58, 59, 60, 96, 14, 78, ";"1, 59, 2613, "
1032;500;"57, 58, 59, 60, 96, 14, 15, 16, 79, ";"1, 59, 2631, "
1033;500;"57, 58, 59, 60, 96, 15, 16, 79, ";"1, 86, 2631, "
1034;533;"57, 58, 59, 60, 96, 15, 16, 17, 80, ";"1, 86, 2649, "
1035;534;"57, 58, 59, 60, 96, 15, 16, 17, 80, 81, ";"1, 86, 2652, "
1036;534;"57, 58, 59, 60, 96, 15, 16, 17, 81, ";"1, 86, 2652, "
1037;500;"57, 58, 59, 60, 96, 16, 79, ";"1, 113, 2631, "
1038;533;"57, 58, 59, 60, 96, 16, 17, 80, ";"1, 113, 2649, "
1039;534;"57, 58, 59, 60, 96, 16, 17, 80, 81, ";"1, 113, 2652, "
1040;534;"57, 58, 59, 60, 96, 16, 17, 81, ";"1, 113, 2652, "
1042;533;"57, 58, 59, 60, 96, 17, 80, ";"1, 137, 2649, "
1043;534;"57, 58, 59, 60, 96, 17, 80, 81, ";"1, 137, 2652, "
1044;534;"57, 58, 59, 60, 96, 17, 81, ";"1, 137, 2652, "
1048;410;"57, 58, 59, 60, 96, 69, 17, ";"1, 194, 2679, "
1049;443;"57, 58, 59, 60, 96, 69, 70, 18, ";"1, 194, 2682, "
1050;444;"57, 58, 59, 60, 96, 69, 70, 18, 19, ";"1, 194, 2685, "
1051;444;"57, 58, 59, 60, 96, 69, 70, 19, ";"1, 194, 2685, "
1052;470;"57, 58, 59, 60, 96, 69, 70, 71, 72, 20, ";"1, 194, 2691, "
1053;443;"57, 58, 59, 60, 96, 70, 18, ";"1, 224, 2682, "
1054;444;"57, 58, 59, 60, 96, 70, 18, 19, ";"1, 224, 2685, "
1055;444;"57, 58, 59, 60, 96, 70, 19, ";"1, 224, 2685, "
1056;470;"57, 58, 59, 60, 96, 70, 71, 72, 20, ";"1, 224, 2691, "
1057;470;"57, 58, 59, 60, 96, 71, 72, 20, ";"1, 251, 2691, "
1058;503;"57, 58, 59, 60, 96, 71, 72, 73, 21, ";"1, 251, 2709, "
1059;504;"57, 58, 59, 60, 96, 71, 72, 73, 21, 22, ";"1, 251, 2712, "
1060;504;"57, 58, 59, 60, 96, 71, 72, 73, 22, ";"1, 251, 2712, "
1061;470;"57, 58, 59, 60, 96, 72, 20, ";"1, 278, 2691, "
1062;503;"57, 58, 59, 60, 96, 72, 73, 21, ";"1, 278, 2709, "
1063;504;"57, 58, 59, 60, 96, 72, 73, 21, 22, ";"1, 278, 2712, "
1064;504;"57, 58, 59, 60, 96, 72, 73, 22, ";"1, 278, 2712, "
1065;530;"57, 58, 59, 60, 96, 72, 73, 74, 75, 23, ";"1, 278, 2730, "
1066;503;"57, 58, 59, 60, 96, 73, 21, ";"1, 308, 2709, "
1067;504;"57, 58, 59, 60, 96, 73, 21, 22, ";"1, 308, 2712, "
1068;504;"57, 58, 59, 60, 96, 73, 22, ";"1, 308, 2712, "
1069;530;"57, 58, 59, 60, 96, 73, 74, 75, 23, ";"1, 308, 2730, "
1070;530;"57, 58, 59, 60, 96, 74, 75, 23, ";"1, 335, 2730, "
1074;530;"57, 58, 59, 60, 96, 75, 23, ";"1, 362, 2730, "
1081;334;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, ";"9, "
1082;338;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, ";"12, "
1083;339;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16, ";"15, "
1084;365;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16, 17, ";"18, "
1085;398;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16, 17, 18, ";"21, "
1086;399;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16, 17, 18, 19, ";"24, "
1087;425;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16, 17, 18, 19, 20, ";"27, "
1088;458;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16, 17, 18, 19, 20, 21, ";"54, "
1089;459;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16, 17, 18, 19, 20, 21, 22, ";"57, "
1090;485;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, ";"111, "
1091;365;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 17, ";"18, "
1092;398;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 17, 18, ";"21, "
1093;399;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 17, 18, 19, ";"24, "
1094;425;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 17, 18, 19, 20, ";"27, "
1095;458;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 17, 18, 19, 20, 21, ";"54, "
1096;459;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 17, 18, 19, 20, 21, 22, ";"57, "
1097;485;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 17, 18, 19, 20, 21, 22, 23, ";"111, "
1098;520;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 17, 18, 19, 20, 21, 22, 23, 24, ";"2766, "
1099;521;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 17, 18, 19, 20, 21, 22, 23, 24, 25, ";"2767, "
1100;545;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, ";"2768, "
1101;425;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 20, ";"27, "
1102;458;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 20, 21, ";"54, "
1103;459;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 20, 21, 22, ";"57, "
1104;485;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 20, 21, 22, 23, ";"111, "
1105;520;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 20, 21, 22, 23, 24, ";"2766, "
1106;521;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 20, 21, 22, 23, 24, 25, ";"2767, "
1107;545;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 20, 21, 22, 23, 24, 25, 26, ";"2768, "
1110;334;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 70, ";"198, "
1111;334;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 70, 71, ";"201, "
1112;334;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 70, 71, 72, ";"204, "
1113;335;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 70, 71, 72, 73, ";"207, "
1114;368;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 70, 71, 72, 73, 74, ";"210, "
1115;369;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 70, 71, 72, 73, 74, 75, ";"213, "
1116;395;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 70, 71, 72, 73, 74, 75, 76, ";"216, "
1117;428;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 70, 71, 72, 73, 74, 75, 76, 77, ";"219, "
1118;429;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 70, 71, 72, 73, 74, 75, 76, 77, 78, ";"222, "
1119;455;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, ";"276, "
1120;335;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 73, ";"207, "
1121;368;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 73, 74, ";"210, "
1122;369;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 73, 74, 75, ";"213, "
1123;395;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 73, 74, 75, 76, ";"216, "
1124;428;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 73, 74, 75, 76, 77, ";"219, "
1125;429;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 73, 74, 75, 76, 77, 78, ";"222, "
1126;455;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 73, 74, 75, 76, 77, 78, 79, ";"276, "
1127;488;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 73, 74, 75, 76, 77, 78, 79, 80, ";"303, "
1128;489;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 73, 74, 75, 76, 77, 78, 79, 80, 81, ";"306, "
1129;515;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, ";"360, "
1130;395;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 76, ";"216, "
1131;428;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 76, 77, ";"219, "
1132;429;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 76, 77, 78, ";"222, "
1133;455;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 76, 77, 78, 79, ";"276, "
1134;488;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 76, 77, 78, 79, 80, ";"303, "
1135;489;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 76, 77, 78, 79, 80, 81, ";"306, "
1136;515;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 76, 77, 78, 79, 80, 81, 82, ";"360, "
1137;550;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 76, 77, 78, 79, 80, 81, 82, 83, ";"2803, "
1138;551;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 76, 77, 78, 79, 80, 81, 82, 83, 84, ";"2804, "
1140;455;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 79, ";"276, "
1141;515;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 79, 80, 81, 82, ";"360, "
1142;550;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 79, 80, 81, 82, 83, ";"2803, "
1143;551;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 79, 80, 81, 82, 83, 84, ";"2804, "
1145;334;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 72, ";"204, "
1146;335;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 72, 73, ";"207, "
1147;368;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 72, 73, 74, ";"210, "
1148;369;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 72, 73, 74, 75, ";"213, "
1149;395;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 72, 73, 74, 75, 76, ";"216, "
1150;428;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 72, 73, 74, 75, 76, 77, ";"219, "
1151;429;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 72, 73, 74, 75, 76, 77, 78, ";"222, "
1152;455;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 72, 73, 74, 75, 76, 77, 78, 79, ";"276, "
1153;488;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 72, 73, 74, 75, 76, 77, 78, 79, 80, ";"303, "
1154;489;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, ";"306, "
1155;368;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 74, ";"210, "
1156;369;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 74, 75, ";"213, "
1157;395;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 74, 75, 76, ";"216, "
1158;428;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 74, 75, 76, 77, ";"219, "
1159;429;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 74, 75, 76, 77, 78, ";"222, "
1160;455;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 74, 75, 76, 77, 78, 79, ";"276, "
1161;488;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 74, 75, 76, 77, 78, 79, 80, ";"303, "
1162;489;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 74, 75, 76, 77, 78, 79, 80, 81, ";"306, "
1163;369;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 75, ";"213, "
1164;395;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 75, 76, ";"216, "
1165;428;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 75, 76, 77, ";"219, "
1166;429;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 75, 76, 77, 78, ";"222, "
1167;455;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 75, 76, 77, 78, 79, ";"276, "
1168;488;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 75, 76, 77, 78, 79, 80, ";"303, "
1169;489;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 75, 76, 77, 78, 79, 80, 81, ";"306, "
1170;455;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 77, 78, 79, ";"276, "
1171;488;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 77, 78, 79, 80, ";"303, "
1172;489;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 77, 78, 79, 80, 81, ";"306, "
1173;455;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 78, 79, ";"276, "
1174;488;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 78, 79, 80, ";"303, "
1175;489;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 78, 79, 80, 81, ";"306, "
1176;369;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 75, ";"213, "
1177;395;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 75, 76, ";"216, "
1178;428;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 75, 76, 77, ";"219, "
1179;429;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 75, 76, 77, 78, ";"222, "
1180;455;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 75, 76, 77, 78, 79, ";"276, "
1181;488;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 75, 76, 77, 78, 79, 80, ";"303, "
1182;489;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 75, 76, 77, 78, 79, 80, 81, ";"306, "
1183;428;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 77, ";"219, "
1184;429;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 77, 78, ";"222, "
1185;455;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 77, 78, 79, ";"276, "
1186;488;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 77, 78, 79, 80, ";"303, "
1187;489;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 77, 78, 79, 80, 81, ";"306, "
1188;429;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 78, ";"222, "
1189;455;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 78, 79, ";"276, "
1190;488;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 78, 79, 80, ";"303, "
1191;489;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 78, 79, 80, 81, ";"306, "
1192;395;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16, 76, ";"216, "
1193;428;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16, 76, 77, ";"219, "
1194;429;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16, 76, 77, 78, ";"222, "
1195;455;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16, 76, 77, 78, 79, ";"276, "
1196;488;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16, 76, 77, 78, 79, 80, ";"303, "
1197;489;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16, 76, 77, 78, 79, 80, 81, ";"306, "
1198;369;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16, 17, 75, ";"213, "
1199;395;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16, 17, 75, 76, ";"216, "
1200;428;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16, 17, 75, 76, 77, ";"219, "
1201;429;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16, 17, 75, 76, 77, 78, ";"222, "
1202;455;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16, 17, 75, 76, 77, 78, 79, ";"276, "
1203;488;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16, 17, 75, 76, 77, 78, 79, 80, ";"303, "
1204;489;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16, 17, 75, 76, 77, 78, 79, 80, 81, ";"306, "
1205;428;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16, 17, 77, ";"219, "
1206;429;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16, 17, 77, 78, ";"222, "
1207;455;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16, 17, 77, 78, 79, ";"276, "
1208;488;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16, 17, 77, 78, 79, 80, ";"303, "
1209;489;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16, 17, 77, 78, 79, 80, 81, ";"306, "
1210;429;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16, 17, 78, ";"222, "
1211;455;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16, 17, 78, 79, ";"276, "
1212;488;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16, 17, 78, 79, 80, ";"303, "
1213;489;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16, 17, 78, 79, 80, 81, ";"306, "
1214;429;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16, 17, 18, 78, ";"222, "
1215;455;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16, 17, 18, 78, 79, ";"276, "
1216;488;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16, 17, 18, 78, 79, 80, ";"303, "
1217;489;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16, 17, 18, 78, 79, 80, 81, ";"306, "
1218;488;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16, 17, 18, 80, ";"303, "
1219;489;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16, 17, 18, 80, 81, ";"306, "
1220;489;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16, 17, 18, 81, ";"306, "
1221;455;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16, 17, 18, 19, 79, ";"276, "
1222;488;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16, 17, 18, 19, 79, 80, ";"303, "
1223;489;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16, 17, 18, 19, 79, 80, 81, ";"306, "
1224;429;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16, 17, 18, 19, 20, 78, ";"222, "
1225;455;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16, 17, 18, 19, 20, 78, 79, ";"276, "
1226;488;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16, 17, 18, 19, 20, 78, 79, 80, ";"303, "
1227;489;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16, 17, 18, 19, 20, 78, 79, 80, 81, ";"306, "
1228;488;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16, 17, 18, 19, 20, 80, ";"303, "
1229;489;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16, 17, 18, 19, 20, 80, 81, ";"306, "
1230;489;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16, 17, 18, 19, 20, 81, ";"306, "
1231;489;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16, 17, 18, 19, 20, 21, 81, ";"306, "
1232;489;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 81, ";"306, "
1233;369;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 17, 75, ";"213, "
1234;395;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 17, 75, 76, ";"216, "
1235;428;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 17, 75, 76, 77, ";"219, "
1236;429;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 17, 75, 76, 77, 78, ";"222, "
1237;455;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 17, 75, 76, 77, 78, 79, ";"276, "
1238;488;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 17, 75, 76, 77, 78, 79, 80, ";"303, "
1239;489;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 17, 75, 76, 77, 78, 79, 80, 81, ";"306, "
1240;515;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 17, 75, 76, 77, 78, 79, 80, 81, 82, ";"360, "
1241;550;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 17, 75, 76, 77, 78, 79, 80, 81, 82, 83, ";"2803, "
1242;551;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 17, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, ";"2804, "
1243;428;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 17, 77, ";"219, "
1244;429;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 17, 77, 78, ";"222, "
1245;455;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 17, 77, 78, 79, ";"276, "
1246;488;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 17, 77, 78, 79, 80, ";"303, "
1247;489;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 17, 77, 78, 79, 80, 81, ";"306, "
1248;515;"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 17, 77, 78, 79, 80, 81, 82, ";"360, "
