DutyID;Paid time or cost of duty;Trips;Car travels
1306;376;"12, 107, 108, 125, ";"2211, "
1307;316;"12, 123, 28, ";"2211, "
1308;404;"12, 123, 28, 29, ";"2211, 3130, "
1309;457;"12, 27, 109, ";"2211, 3132, "
1310;386;"12, 59, 124, ";"2211, 3134, "
1311;471;"12, 60, 125, 126, ";"2211, 3136, "
1312;341;"12, 96, 60, ";"2211, 2897, 3139, "
1313;297;"12, 96, 123, ";"2211, 2897, 2949, "
1314;411;"12, 107, 28, 29, ";"2211, 3144, "
1315;427;"12, 123, 61, ";"2211, 3146, "
1316;258;"13, 27, ";"2767, 3148, 2775, "
1317;258;"13, 27, 28, ";"2767, 3148, "
1318;258;"13, 60, ";"2767, 3153, 2789, "
1319;338;"13, 60, 61, ";"2767, 3153, 3066, "
1320;258;"13, 78, ";"2767, 3159, 2801, "
1321;338;"13, 78, 79, ";"2767, 3159, 3084, "
1322;335;"13, 78, 79, 80, ";"2767, 3159, "
1323;258;"13, 96, ";"2767, 3167, "
1324;258;"13, 107, ";"2767, 3169, 2540, "
1325;337;"13, 107, 108, ";"2767, 3169, 3075, "
1326;258;"13, 123, ";"2767, 3175, 2813, "
1327;339;"13, 123, 124, ";"2767, 3175, 3079, "
1328;336;"13, 123, 124, 125, ";"2767, 3175, "
1329;353;"13, 27, 61, ";"2767, 3148, 3066, "
1330;368;"13, 27, 79, ";"2767, 3148, 3084, "
1331;365;"13, 27, 79, 80, ";"2767, 3148, "
1332;365;"13, 27, 80, ";"2767, 3148, "
1333;309;"13, 27, 125, ";"2767, 3148, "
1334;353;"13, 60, 79, ";"2767, 3153, 3084, "
1335;350;"13, 60, 79, 80, ";"2767, 3153, "
1336;350;"13, 60, 80, ";"2767, 3153, "
1337;368;"13, 60, 109, ";"2767, 3153, 3099, "
1338;294;"13, 60, 125, ";"2767, 3153, "
1339;350;"13, 60, 61, 80, ";"2767, 3153, "
1340;353;"13, 78, 109, ";"2767, 3159, 3099, "
1341;279;"13, 78, 125, ";"2767, 3159, "
1342;367;"13, 78, 125, 126, ";"2767, 3159, 3215, "
1343;302;"13, 96, 27, ";"2767, 3167, 2897, 2775, "
1344;299;"13, 96, 27, 28, ";"2767, 3167, 2897, "
1345;299;"13, 96, 28, ";"2767, 3167, 2897, "
1346;289;"13, 107, 28, ";"2767, 3169, "
1347;352;"13, 107, 124, ";"2767, 3169, 3079, "
1348;349;"13, 107, 124, 125, ";"2767, 3169, "
1349;349;"13, 107, 125, ";"2767, 3169, "
1350;349;"13, 107, 108, 125, ";"2767, 3169, "
1351;276;"13, 123, 28, ";"2767, 3175, "
1352;364;"13, 123, 28, 29, ";"2767, 3175, 3130, "
1353;324;"13, 96, 60, ";"2767, 3167, 2897, 3139, "
1354;369;"13, 96, 123, 124, ";"2767, 3247, 2897, 3079, "
1355;366;"13, 96, 123, 124, 125, ";"2767, 3247, 2897, "
1356;258;"13, 27, ";"2767, 2823, 2775, "
1357;258;"13, 27, 28, ";"2767, 2823, "
1358;258;"13, 60, ";"2767, 2823, 2789, "
1359;326;"13, 60, 61, ";"2767, 2823, 3066, "
1360;258;"13, 78, ";"2767, 2823, 2801, "
1361;335;"13, 78, 79, ";"2767, 2823, 3084, "
1362;332;"13, 78, 79, 80, ";"2767, 2823, "
1363;258;"13, 96, ";"2767, 2823, "
1364;258;"13, 107, ";"2767, 2823, 2540, "
1365;325;"13, 107, 108, ";"2767, 2823, 3075, "
1366;258;"13, 123, ";"2767, 2823, 2813, "
1367;327;"13, 123, 124, ";"2767, 2823, 3079, "
1368;324;"13, 123, 124, 125, ";"2767, 2823, "
1369;341;"13, 27, 61, ";"2767, 2823, 3066, "
1370;356;"13, 27, 79, ";"2767, 2823, 3084, "
1371;353;"13, 27, 79, 80, ";"2767, 2823, "
1372;353;"13, 27, 80, ";"2767, 2823, "
1373;297;"13, 27, 125, ";"2767, 2823, "
1374;341;"13, 60, 79, ";"2767, 2823, 3084, "
1375;338;"13, 60, 79, 80, ";"2767, 2823, "
1376;338;"13, 60, 80, ";"2767, 2823, "
1377;356;"13, 60, 109, ";"2767, 2823, 3099, "
1378;282;"13, 60, 125, ";"2767, 2823, "
1379;338;"13, 60, 61, 80, ";"2767, 2823, "
1380;350;"13, 78, 109, ";"2767, 2823, 3099, "
1381;276;"13, 78, 125, ";"2767, 2823, "
1382;364;"13, 78, 125, 126, ";"2767, 2823, 3215, "
1383;290;"13, 96, 27, ";"2767, 2823, 2897, 2775, "
1384;287;"13, 96, 27, 28, ";"2767, 2823, 2897, "
1385;287;"13, 96, 28, ";"2767, 2823, 2897, "
1386;350;"13, 96, 123, 124, ";"2767, 2823, 2897, 3079, "
1387;347;"13, 96, 123, 124, 125, ";"2767, 2823, 2897, "
1388;277;"13, 107, 28, ";"2767, 2823, "
1389;340;"13, 107, 124, ";"2767, 2823, 3079, "
1390;337;"13, 107, 124, 125, ";"2767, 2823, "
1391;337;"13, 107, 125, ";"2767, 2823, "
1392;337;"13, 107, 108, 125, ";"2767, 2823, "
1393;264;"13, 123, 28, ";"2767, 2823, "
1394;352;"13, 123, 28, 29, ";"2767, 2823, 3130, "
1395;378;"13, 27, 109, ";"2767, 2823, 3132, "
1396;377;"13, 60, 125, 126, ";"2767, 2823, 3136, "
1397;312;"13, 96, 60, ";"2767, 2823, 2897, 3139, "
1398;268;"13, 96, 123, ";"2767, 2823, 2897, 2949, "
1399;372;"13, 107, 28, 29, ";"2767, 2823, 3144, "
1400;375;"13, 123, 61, ";"2767, 2823, 3146, "
1401;258;"14, 4, ";"3375, 2, 3, "
1402;353;"14, 4, 5, 6, ";"3375, 2, 6, "
1403;258;"14, 17, ";"3375, 8, 9, "
1404;353;"14, 17, 18, 19, ";"3375, 8, 12, "
1405;258;"14, 37, ";"3375, 14, 15, "
1406;353;"14, 37, 38, 39, ";"3375, 14, 18, "
1407;258;"14, 50, ";"3375, 32, 24, "
1408;353;"14, 50, 51, 52, ";"3375, 32, 36, "
1409;258;"14, 68, ";"3375, 50, 42, "
1410;353;"14, 68, 69, 70, ";"3375, 50, 54, "
1411;258;"14, 87, ";"3375, 59, 60, "
1412;351;"14, 87, 88, 89, ";"3375, 59, 63, "
1413;258;"14, 97, ";"3375, 65, "
1414;258;"14, 97, 98, ";"3375, 67, "
1415;258;"14, 98, ";"3375, 69, 67, "
1416;258;"14, 99, ";"3375, 537, 137, "
1417;354;"14, 99, 100, 101, ";"3375, 537, 200, "
1418;258;"14, 113, ";"3375, 72, 73, "
1419;258;"14, 131, ";"3375, 75, "
1420;258;"14, 131, 132, ";"3375, 77, "
1421;336;"14, 131, 132, 133, 134, ";"3375, 79, "
1422;258;"14, 132, ";"3375, 81, 77, "
1423;336;"14, 132, 133, 134, ";"3375, 81, 79, "
1424;332;"14, 145, 146, ";"3375, 87, 88, "
1425;363;"14, 4, 18, 19, ";"3375, 2, 12, "
1426;373;"14, 4, 38, 39, ";"3375, 2, 18, "
1427;363;"14, 17, 38, 39, ";"3375, 8, 18, "
1428;373;"14, 17, 51, 52, ";"3375, 8, 36, "
1429;363;"14, 37, 51, 52, ";"3375, 14, 36, "
1430;373;"14, 37, 69, 70, ";"3375, 14, 54, "
1431;363;"14, 50, 69, 70, ";"3375, 32, 54, "
1432;373;"14, 50, 88, 89, ";"3375, 32, 63, "
1433;363;"14, 68, 88, 89, ";"3375, 50, 63, "
1434;373;"14, 68, 100, 101, ";"3375, 50, 200, "
1435;361;"14, 87, 100, 101, ";"3375, 59, 200, "
1436;371;"14, 87, 115, 116, ";"3375, 59, 215, "
1437;270;"14, 97, 4, ";"3375, 3, "
1438;368;"14, 97, 4, 5, 6, ";"3375, 6, "
1439;280;"14, 97, 17, ";"3375, 9, "
1440;378;"14, 97, 17, 18, 19, ";"3375, 12, "
1441;260;"14, 97, 132, ";"3375, 77, "
1442;348;"14, 97, 132, 133, 134, ";"3375, 79, "
1443;368;"14, 97, 98, 5, 6, ";"3375, 6, "
1444;378;"14, 97, 98, 18, 19, ";"3375, 12, "
1445;338;"14, 97, 98, 114, ";"3375, 180, "
1446;348;"14, 97, 98, 133, 134, ";"3375, 79, "
1447;368;"14, 98, 5, 6, ";"3375, 69, 6, "
1448;378;"14, 98, 18, 19, ";"3375, 69, 12, "
1449;338;"14, 98, 114, ";"3375, 69, 180, "
1450;348;"14, 98, 133, 134, ";"3375, 69, 79, "
1451;364;"14, 99, 115, 116, ";"3375, 537, 215, "
1452;374;"14, 99, 135, 136, ";"3375, 537, 553, "
1453;373;"14, 113, 5, 6, ";"3375, 72, 6, "
1454;353;"14, 113, 133, 134, ";"3375, 72, 79, "
1455;258;"14, 131, 4, ";"3375, 3, "
1456;356;"14, 131, 4, 5, 6, ";"3375, 6, "
1457;268;"14, 131, 17, ";"3375, 9, "
1458;366;"14, 131, 17, 18, 19, ";"3375, 12, "
1459;278;"14, 131, 37, ";"3375, 15, "
1460;376;"14, 131, 37, 38, 39, ";"3375, 18, "
1461;356;"14, 131, 132, 5, 6, ";"3375, 6, "
1462;366;"14, 131, 132, 18, 19, ";"3375, 12, "
1463;376;"14, 131, 132, 38, 39, ";"3375, 18, "
1464;356;"14, 132, 5, 6, ";"3375, 81, 6, "
1465;366;"14, 132, 18, 19, ";"3375, 81, 12, "
1466;376;"14, 132, 38, 39, ";"3375, 81, 18, "
1467;269;"14, 145, ";"3375, 87, 283, "
1468;297;"14, 97, 37, ";"3375, 300, "
1469;307;"14, 97, 50, ";"3375, 302, "
1470;295;"14, 131, 50, ";"3375, 302, "
1471;303;"14, 131, 68, ";"3375, 306, "
1472;258;"14, 4, ";"3, "
1473;341;"14, 4, 5, 6, ";"6, "
1474;258;"14, 17, ";"9, "
1475;341;"14, 17, 18, 19, ";"12, "
1476;258;"14, 37, ";"15, "
1477;341;"14, 37, 38, 39, ";"18, "
1478;258;"14, 48, 49, ";"22, "
1479;318;"14, 48, 49, 50, ";"24, "
1480;258;"14, 50, ";"24, "
1481;341;"14, 50, 51, 52, ";"36, "
1482;258;"14, 66, 67, ";"40, "
1483;316;"14, 66, 67, 68, ";"42, "
1484;258;"14, 68, ";"42, "
1485;341;"14, 68, 69, 70, ";"54, "
1486;258;"14, 86, ";"57, "
1487;258;"14, 97, ";"334, 65, "
1488;258;"14, 97, 98, ";"334, 67, "
1489;258;"14, 98, ";"67, "
1490;258;"14, 113, ";"73, "
1491;258;"14, 131, ";"340, 75, "
1492;258;"14, 131, 132, ";"340, 77, "
1493;345;"14, 131, 132, 133, 134, ";"340, 79, "
1494;258;"14, 132, ";"77, "
1495;324;"14, 132, 133, 134, ";"79, "
1496;351;"14, 4, 18, 19, ";"12, "
1497;361;"14, 4, 38, 39, ";"18, "
1498;371;"14, 4, 51, 52, ";"36, "
1499;351;"14, 17, 38, 39, ";"18, "
1500;361;"14, 17, 51, 52, ";"36, "
1501;371;"14, 17, 69, 70, ";"54, "
1502;351;"14, 37, 51, 52, ";"36, "
1503;361;"14, 37, 69, 70, ";"54, "
1504;371;"14, 37, 88, 89, ";"63, "
1505;326;"14, 48, 49, 68, ";"42, "
1506;336;"14, 48, 49, 87, ";"60, "
1507;346;"14, 48, 49, 99, ";"137, "
1508;366;"14, 48, 49, 133, 134, ";"79, "
1509;351;"14, 50, 69, 70, ";"54, "
1510;361;"14, 50, 88, 89, ";"63, "
1511;371;"14, 50, 100, 101, ";"200, "
1512;376;"14, 66, 67, 5, 6, ";"6, "
1513;326;"14, 66, 67, 87, ";"60, "
1514;336;"14, 66, 67, 99, ";"137, "
1515;346;"14, 66, 67, 114, ";"180, "
1516;356;"14, 66, 67, 133, 134, ";"79, "
1517;351;"14, 68, 88, 89, ";"63, "
1518;361;"14, 68, 100, 101, ";"200, "
1519;371;"14, 68, 115, 116, ";"215, "
1520;343;"14, 86, 99, ";"137, "
1521;353;"14, 86, 114, ";"180, "
1522;363;"14, 86, 133, 134, ";"79, "
1523;279;"14, 97, 4, ";"334, 3, "
1524;377;"14, 97, 4, 5, 6, ";"334, 6, "
1525;289;"14, 97, 17, ";"334, 9, "
1526;269;"14, 97, 132, ";"334, 77, "
1527;357;"14, 97, 132, 133, 134, ";"334, 79, "
1528;377;"14, 97, 98, 5, 6, ";"334, 6, "
1529;347;"14, 97, 98, 114, ";"334, 180, "
1530;357;"14, 97, 98, 133, 134, ";"334, 79, "
1531;356;"14, 98, 5, 6, ";"6, "
1532;366;"14, 98, 18, 19, ";"12, "
1533;376;"14, 98, 38, 39, ";"18, "
1534;326;"14, 98, 114, ";"180, "
1535;336;"14, 98, 133, 134, ";"79, "
1536;361;"14, 113, 5, 6, ";"6, "
1537;371;"14, 113, 18, 19, ";"12, "
1538;341;"14, 113, 133, 134, ";"79, "
1539;365;"14, 131, 4, 5, 6, ";"340, 6, "
1540;277;"14, 131, 17, ";"340, 9, "
1541;375;"14, 131, 17, 18, 19, ";"340, 12, "
1542;287;"14, 131, 37, ";"340, 15, "
1543;365;"14, 131, 132, 5, 6, ";"340, 6, "
1544;375;"14, 131, 132, 18, 19, ";"340, 12, "
1545;344;"14, 132, 5, 6, ";"6, "
1546;354;"14, 132, 18, 19, ";"12, "
1547;364;"14, 132, 38, 39, ";"18, "
1548;374;"14, 132, 51, 52, ";"36, "
1549;363;"14, 48, 49, 114, ";"291, "
1550;306;"14, 97, 37, ";"334, 300, "
1551;316;"14, 97, 50, ";"334, 302, "
1552;274;"14, 131, 4, ";"340, 285, "
1553;304;"14, 131, 50, ";"340, 302, "
1554;312;"14, 131, 68, ";"340, 306, "
1555;294;"14, 15, 16, 5, 6, ";"3667, 489, 6, "
1556;394;"14, 15, 16, 5, 6, 7, 8, ";"3667, 489, 493, "
1557;304;"14, 15, 16, 18, 19, ";"3667, 495, 12, "
1558;404;"14, 15, 16, 18, 19, 20, 21, ";"3667, 495, 499, "
1559;314;"14, 15, 16, 38, 39, ";"3667, 501, 18, "
1560;414;"14, 15, 16, 38, 39, 40, 41, ";"3667, 501, 505, "
1561;324;"14, 15, 16, 51, 52, ";"3667, 507, 36, "
1562;424;"14, 15, 16, 51, 52, 53, 54, ";"3667, 507, 511, "
1563;334;"14, 15, 16, 69, 70, ";"3667, 519, 54, "
1564;436;"14, 15, 16, 69, 70, 71, 72, ";"3667, 519, 523, "
1565;258;"14, 15, 16, 87, ";"3667, 59, 60, "
1566;351;"14, 15, 16, 87, 88, 89, ";"3667, 59, 63, "
1567;344;"14, 15, 16, 88, 89, ";"3667, 531, 63, "
1568;446;"14, 15, 16, 88, 89, 90, 91, ";"3667, 531, 535, "
1569;258;"14, 15, 16, 99, ";"3667, 537, 137, "
1570;354;"14, 15, 16, 99, 100, 101, ";"3667, 537, 200, "
1571;354;"14, 15, 16, 100, 101, ";"3667, 683, 200, "
1572;456;"14, 15, 16, 100, 101, 102, 103, ";"3667, 683, 583, "
1573;264;"14, 15, 16, 114, ";"3667, 543, 180, "
1574;364;"14, 15, 16, 114, 115, 116, ";"3667, 543, 215, "
1575;274;"14, 15, 16, 133, 134, ";"3667, 549, 79, "
1576;374;"14, 15, 16, 133, 134, 135, 136, ";"3667, 549, 553, "
1577;404;"14, 15, 16, 5, 6, 20, 21, ";"3667, 489, 499, "
1578;414;"14, 15, 16, 18, 19, 40, 41, ";"3667, 495, 505, "
1579;424;"14, 15, 16, 38, 39, 53, 54, ";"3667, 501, 511, "
1580;436;"14, 15, 16, 51, 52, 71, 72, ";"3667, 507, 523, "
1581;446;"14, 15, 16, 69, 70, 90, 91, ";"3667, 519, 535, "
1582;361;"14, 15, 16, 87, 100, 101, ";"3667, 59, 200, "
1583;371;"14, 15, 16, 87, 115, 116, ";"3667, 59, 215, "
1584;456;"14, 15, 16, 88, 89, 102, 103, ";"3667, 531, 583, "
1585;364;"14, 15, 16, 99, 115, 116, ";"3667, 537, 215, "
1586;374;"14, 15, 16, 99, 135, 136, ";"3667, 537, 553, "
1587;466;"14, 15, 16, 100, 101, 117, 118, ";"3667, 683, 693, "
1588;374;"14, 15, 16, 114, 135, 136, ";"3667, 543, 553, "
1589;394;"14, 15, 16, 133, 134, 7, 8, ";"3667, 549, 493, "
1590;308;"14, 15, 16, 146, ";"3667, 597, 88, "
1591;387;"14, 15, 16, 146, 147, ";"3667, 597, 601, "
1592;294;"14, 15, 16, 5, 6, ";"6, "
1593;394;"14, 15, 16, 5, 6, 7, 8, ";"493, "
1594;304;"14, 15, 16, 18, 19, ";"12, "
1595;404;"14, 15, 16, 18, 19, 20, 21, ";"499, "
1596;314;"14, 15, 16, 38, 39, ";"18, "
1597;414;"14, 15, 16, 38, 39, 40, 41, ";"505, "
1598;258;"14, 15, 16, 50, ";"24, "
1599;341;"14, 15, 16, 50, 51, 52, ";"36, "
1600;324;"14, 15, 16, 51, 52, ";"36, "
1601;424;"14, 15, 16, 51, 52, 53, 54, ";"511, "
1602;258;"14, 15, 16, 68, ";"42, "
1603;341;"14, 15, 16, 68, 69, 70, ";"54, "
1604;334;"14, 15, 16, 69, 70, ";"54, "
1605;436;"14, 15, 16, 69, 70, 71, 72, ";"523, "
1606;258;"14, 15, 16, 87, ";"60, "
1607;344;"14, 15, 16, 87, 88, 89, ";"63, "
1608;258;"14, 15, 16, 99, ";"137, "
1609;354;"14, 15, 16, 99, 100, 101, ";"200, "
1610;264;"14, 15, 16, 114, ";"180, "
1611;364;"14, 15, 16, 114, 115, 116, ";"215, "
1612;274;"14, 15, 16, 133, 134, ";"79, "
1613;374;"14, 15, 16, 133, 134, 135, 136, ";"553, "
1614;404;"14, 15, 16, 5, 6, 20, 21, ";"499, "
1615;414;"14, 15, 16, 5, 6, 40, 41, ";"505, "
1616;414;"14, 15, 16, 18, 19, 40, 41, ";"505, "
1617;424;"14, 15, 16, 18, 19, 53, 54, ";"511, "
1618;424;"14, 15, 16, 38, 39, 53, 54, ";"511, "
1619;436;"14, 15, 16, 38, 39, 71, 72, ";"523, "
1620;351;"14, 15, 16, 50, 69, 70, ";"54, "
1621;361;"14, 15, 16, 50, 88, 89, ";"63, "
1622;371;"14, 15, 16, 50, 100, 101, ";"200, "
1623;436;"14, 15, 16, 51, 52, 71, 72, ";"523, "
1624;446;"14, 15, 16, 51, 52, 90, 91, ";"535, "
1625;351;"14, 15, 16, 68, 88, 89, ";"63, "
1626;361;"14, 15, 16, 68, 100, 101, ";"200, "
1627;371;"14, 15, 16, 68, 115, 116, ";"215, "
1628;446;"14, 15, 16, 69, 70, 90, 91, ";"535, "
1629;456;"14, 15, 16, 69, 70, 102, 103, ";"583, "
1630;354;"14, 15, 16, 87, 100, 101, ";"200, "
1631;364;"14, 15, 16, 87, 115, 116, ";"215, "
1632;374;"14, 15, 16, 87, 135, 136, ";"553, "
1633;364;"14, 15, 16, 99, 115, 116, ";"215, "
1634;374;"14, 15, 16, 99, 135, 136, ";"553, "
1635;394;"14, 15, 16, 114, 7, 8, ";"493, "
1636;374;"14, 15, 16, 114, 135, 136, ";"553, "
1637;394;"14, 15, 16, 133, 134, 7, 8, ";"493, "
1638;404;"14, 15, 16, 133, 134, 20, 21, ";"499, "
1639;394;"14, 15, 16, 17, 7, 8, ";"9, 647, 493, "
1640;496;"14, 15, 16, 17, 7, 8, 9, 10, ";"9, 647, 651, "
1641;404;"14, 15, 16, 17, 20, 21, ";"9, 653, 499, "
1642;506;"14, 15, 16, 17, 20, 21, 22, 23, ";"9, 653, 657, "
1643;414;"14, 15, 16, 17, 40, 41, ";"9, 659, 505, "
1644;516;"14, 15, 16, 17, 40, 41, 42, 43, ";"9, 659, 663, "
1645;424;"14, 15, 16, 17, 53, 54, ";"9, 665, 511, "
1646;526;"14, 15, 16, 17, 53, 54, 55, 56, ";"9, 665, 669, "
1647;436;"14, 15, 16, 17, 71, 72, ";"9, 671, 523, "
1648;536;"14, 15, 16, 17, 71, 72, 73, 74, ";"9, 671, 675, "
1649;446;"14, 15, 16, 17, 90, 91, ";"9, 1415, 535, "
1650;548;"14, 15, 16, 17, 90, 91, 92, 93, ";"9, 1415, 1288, "
1651;354;"14, 15, 16, 17, 100, 101, ";"9, 683, 200, "
1652;456;"14, 15, 16, 17, 100, 101, 102, 103, ";"9, 683, 583, "
1653;364;"14, 15, 16, 17, 115, 116, ";"9, 689, 215, "
1654;466;"14, 15, 16, 17, 115, 116, 117, 118, ";"9, 689, 693, "
1655;374;"14, 15, 16, 17, 135, 136, ";"9, 695, 553, "
1656;476;"14, 15, 16, 17, 135, 136, 137, 138, ";"9, 695, 699, "
1657;387;"14, 15, 16, 17, 147, ";"9, 701, 601, "
1658;449;"14, 15, 16, 17, 147, 148, ";"9, 701, 705, "
1659;538;"14, 15, 16, 17, 148, 149, ";"9, 1447, 1448, "
1660;506;"14, 15, 16, 17, 7, 8, 22, 23, ";"9, 647, 657, "
1661;516;"14, 15, 16, 17, 20, 21, 42, 43, ";"9, 653, 663, "
1662;526;"14, 15, 16, 17, 40, 41, 55, 56, ";"9, 659, 669, "
1663;536;"14, 15, 16, 17, 53, 54, 73, 74, ";"9, 665, 675, "
1664;548;"14, 15, 16, 17, 71, 72, 92, 93, ";"9, 671, 1288, "
1666;466;"14, 15, 16, 17, 100, 101, 117, 118, ";"9, 683, 693, "
1667;476;"14, 15, 16, 17, 115, 116, 137, 138, ";"9, 689, 699, "
1668;456;"14, 15, 16, 17, 148, ";"9, 1447, 1476, "
1669;394;"14, 15, 16, 17, 7, 8, ";"493, "
1670;496;"14, 15, 16, 17, 7, 8, 9, 10, ";"651, "
1671;404;"14, 15, 16, 17, 20, 21, ";"499, "
1672;506;"14, 15, 16, 17, 20, 21, 22, 23, ";"657, "
1673;414;"14, 15, 16, 17, 40, 41, ";"505, "
1674;516;"14, 15, 16, 17, 40, 41, 42, 43, ";"663, "
1675;331;"14, 15, 16, 17, 51, 52, ";"36, "
1676;424;"14, 15, 16, 17, 51, 52, 53, 54, ";"511, "
1677;424;"14, 15, 16, 17, 53, 54, ";"511, "
1678;526;"14, 15, 16, 17, 53, 54, 55, 56, ";"669, "
1679;334;"14, 15, 16, 17, 69, 70, ";"54, "
1680;436;"14, 15, 16, 17, 69, 70, 71, 72, ";"523, "
1681;344;"14, 15, 16, 17, 88, 89, ";"63, "
1682;446;"14, 15, 16, 17, 88, 89, 90, 91, ";"535, "
1683;354;"14, 15, 16, 17, 100, 101, ";"200, "
1684;456;"14, 15, 16, 17, 100, 101, 102, 103, ";"583, "
1685;364;"14, 15, 16, 17, 115, 116, ";"215, "
1686;466;"14, 15, 16, 17, 115, 116, 117, 118, ";"693, "
1687;374;"14, 15, 16, 17, 135, 136, ";"553, "
1688;476;"14, 15, 16, 17, 135, 136, 137, 138, ";"699, "
1689;506;"14, 15, 16, 17, 7, 8, 22, 23, ";"657, "
1690;516;"14, 15, 16, 17, 7, 8, 42, 43, ";"663, "
1691;516;"14, 15, 16, 17, 20, 21, 42, 43, ";"663, "
1692;526;"14, 15, 16, 17, 20, 21, 55, 56, ";"669, "
1693;526;"14, 15, 16, 17, 40, 41, 55, 56, ";"669, "
1694;536;"14, 15, 16, 17, 40, 41, 73, 74, ";"675, "
1695;436;"14, 15, 16, 17, 51, 52, 71, 72, ";"523, "
1696;446;"14, 15, 16, 17, 51, 52, 90, 91, ";"535, "
1697;536;"14, 15, 16, 17, 53, 54, 73, 74, ";"675, "
1698;548;"14, 15, 16, 17, 53, 54, 92, 93, ";"1288, "
1699;446;"14, 15, 16, 17, 69, 70, 90, 91, ";"535, "
1700;456;"14, 15, 16, 17, 69, 70, 102, 103, ";"583, "
1701;456;"14, 15, 16, 17, 88, 89, 102, 103, ";"583, "
1702;466;"14, 15, 16, 17, 88, 89, 117, 118, ";"693, "
1703;466;"14, 15, 16, 17, 100, 101, 117, 118, ";"693, "
1704;476;"14, 15, 16, 17, 100, 101, 137, 138, ";"699, "
1705;476;"14, 15, 16, 17, 115, 116, 137, 138, ";"699, "
1706;496;"14, 15, 16, 17, 135, 136, 9, 10, ";"651, "
1707;294;"15, 16, 5, 6, ";"3950, 3667, 489, 6, "
1708;394;"15, 16, 5, 6, 7, 8, ";"3950, 3667, 489, 493, "
1709;304;"15, 16, 18, 19, ";"3950, 3667, 495, 12, "
1710;404;"15, 16, 18, 19, 20, 21, ";"3950, 3667, 495, 499, "
1711;314;"15, 16, 38, 39, ";"3950, 3667, 501, 18, "
1712;414;"15, 16, 38, 39, 40, 41, ";"3950, 3667, 501, 505, "
1713;324;"15, 16, 51, 52, ";"3950, 3667, 507, 36, "
1714;424;"15, 16, 51, 52, 53, 54, ";"3950, 3667, 507, 511, "
1715;334;"15, 16, 69, 70, ";"3950, 3667, 519, 54, "
1716;436;"15, 16, 69, 70, 71, 72, ";"3950, 3667, 519, 523, "
1717;258;"15, 16, 87, ";"3950, 3667, 59, 60, "
1718;351;"15, 16, 87, 88, 89, ";"3950, 3667, 59, 63, "
1719;344;"15, 16, 88, 89, ";"3950, 3667, 531, 63, "
1720;446;"15, 16, 88, 89, 90, 91, ";"3950, 3667, 531, 535, "
1721;258;"15, 16, 99, ";"3950, 3667, 537, 137, "
1722;354;"15, 16, 99, 100, 101, ";"3950, 3667, 537, 200, "
1723;354;"15, 16, 100, 101, ";"3950, 3667, 683, 200, "
1724;456;"15, 16, 100, 101, 102, 103, ";"3950, 3667, 683, 583, "
1725;264;"15, 16, 114, ";"3950, 3667, 543, 180, "
1726;364;"15, 16, 114, 115, 116, ";"3950, 3667, 543, 215, "
1727;274;"15, 16, 133, 134, ";"3950, 3667, 549, 79, "
1728;374;"15, 16, 133, 134, 135, 136, ";"3950, 3667, 549, 553, "
1729;404;"15, 16, 5, 6, 20, 21, ";"3950, 3667, 489, 499, "
1730;414;"15, 16, 18, 19, 40, 41, ";"3950, 3667, 495, 505, "
1731;424;"15, 16, 38, 39, 53, 54, ";"3950, 3667, 501, 511, "
1732;436;"15, 16, 51, 52, 71, 72, ";"3950, 3667, 507, 523, "
1733;446;"15, 16, 69, 70, 90, 91, ";"3950, 3667, 519, 535, "
1734;361;"15, 16, 87, 100, 101, ";"3950, 3667, 59, 200, "
1735;371;"15, 16, 87, 115, 116, ";"3950, 3667, 59, 215, "
1736;456;"15, 16, 88, 89, 102, 103, ";"3950, 3667, 531, 583, "
1737;364;"15, 16, 99, 115, 116, ";"3950, 3667, 537, 215, "
1738;374;"15, 16, 99, 135, 136, ";"3950, 3667, 537, 553, "
1739;466;"15, 16, 100, 101, 117, 118, ";"3950, 3667, 683, 693, "
1740;374;"15, 16, 114, 135, 136, ";"3950, 3667, 543, 553, "
1741;394;"15, 16, 133, 134, 7, 8, ";"3950, 3667, 549, 493, "
1742;308;"15, 16, 146, ";"3950, 3667, 597, 88, "
1743;387;"15, 16, 146, 147, ";"3950, 3667, 597, 601, "
1744;294;"15, 16, 5, 6, ";"3950, 6, "
1745;394;"15, 16, 5, 6, 7, 8, ";"3950, 493, "
1746;304;"15, 16, 18, 19, ";"3950, 12, "
1747;404;"15, 16, 18, 19, 20, 21, ";"3950, 499, "
1748;314;"15, 16, 38, 39, ";"3950, 18, "
1749;414;"15, 16, 38, 39, 40, 41, ";"3950, 505, "
1750;258;"15, 16, 50, ";"3950, 24, "
1751;341;"15, 16, 50, 51, 52, ";"3950, 36, "
1752;324;"15, 16, 51, 52, ";"3950, 36, "
1753;424;"15, 16, 51, 52, 53, 54, ";"3950, 511, "
1754;258;"15, 16, 68, ";"3950, 42, "
1755;341;"15, 16, 68, 69, 70, ";"3950, 54, "
1756;334;"15, 16, 69, 70, ";"3950, 54, "
1757;436;"15, 16, 69, 70, 71, 72, ";"3950, 523, "
1758;258;"15, 16, 87, ";"3950, 60, "
1759;344;"15, 16, 87, 88, 89, ";"3950, 63, "
1760;258;"15, 16, 99, ";"3950, 137, "
1761;354;"15, 16, 99, 100, 101, ";"3950, 200, "
