DutyID;Paid time or cost of duty;Trips;Car travels
484;473;"16, 9, 14, 20, 21, ";"85, 366, 339, 389, "
485;363;"16, 9, 19, 20, ";"85, 369, 335, "
486;342;"16, 9, 14, ";"85, 236, "
487;346;"16, 9, 19, ";"85, 236, 291, "
488;356;"16, 9, 19, 20, ";"85, 236, 295, "
489;473;"16, 9, 19, 20, 21, ";"85, 236, 389, "
490;356;"16, 9, 14, 20, ";"85, 236, 339, 295, "
491;473;"16, 9, 14, 20, 21, ";"85, 236, 339, 389, "
492;357;"16, 9, 20, ";"85, 303, 295, "
493;473;"16, 9, 20, 21, ";"85, 303, 389, "
494;529;"16, 9, 20, 21, 22, ";"85, 303, 509, "
495;529;"16, 9, 20, 21, 22, 23, ";"85, 303, "
496;349;"16, 12, 14, ";"85, 65, 366, "
497;356;"16, 12, 20, ";"85, 65, 427, 295, "
498;473;"16, 12, 20, 21, ";"85, 65, 427, 389, "
499;356;"16, 12, 14, 20, ";"85, 65, 366, 339, 295, "
500;473;"16, 12, 14, 20, 21, ";"85, 65, 366, 339, 389, "
501;529;"16, 12, 21, 22, ";"85, 65, 689, 509, "
502;529;"16, 12, 21, 22, 23, ";"85, 65, 689, "
503;452;"17, 18, 14, 21, 22, ";"193, 689, 509, "
504;452;"17, 18, 14, 21, 22, 23, ";"193, 689, "
505;452;"17, 18, 14, 21, 22, ";"193, 811, 509, "
506;452;"17, 18, 14, 21, 22, 23, ";"193, 811, "
507;403;"17, 18, 14, 21, ";"193, 811, 817, "
508;394;"18, 14, 21, 22, ";"286, 689, 509, "
509;394;"18, 14, 21, 22, 23, ";"286, 689, "
510;394;"18, 14, 21, 22, ";"286, 811, 509, "
511;394;"18, 14, 21, 22, 23, ";"286, 811, "
512;345;"18, 14, 21, ";"286, 811, 817, "
513;288;"3, 5, ";"46, 1611, 8, 6, "
514;348;"3, 5, 6, ";"46, 1611, 8, 12, "
515;380;"3, 5, 10, ";"46, 1611, 8, 6, 16, "
516;375;"3, 5, 15, ";"46, 1611, 8, 6, 20, "
517;355;"3, 6, ";"46, 1611, 22, 23, "
518;384;"4, 7, ";"2, 3, 48, 49, "
519;445;"4, 7, 8, ";"2, 3, 48, 53, "
520;447;"4, 7, 8, 9, ";"2, 3, 48, "
521;337;"4, 10, ";"2, 3, 16, "
522;382;"4, 10, 11, ";"2, 3, 62, "
523;471;"4, 10, 11, 12, ";"2, 3, 65, "
524;382;"4, 11, ";"2, 3, 68, 62, "
525;471;"4, 11, 12, ";"2, 3, 68, 65, "
526;332;"4, 15, ";"2, 3, 20, "
527;375;"4, 15, 16, ";"2, 3, 79, "
528;463;"4, 15, 16, 17, ";"2, 3, 82, "
529;375;"4, 16, ";"2, 3, 85, 79, "
530;463;"4, 16, 17, ";"2, 3, 85, 82, "
531;447;"4, 10, 11, 9, ";"2, 3, "
532;447;"4, 11, 9, ";"2, 3, 68, "
533;447;"4, 15, 16, 9, ";"2, 3, "
534;471;"4, 15, 16, 12, ";"2, 3, 65, "
535;447;"4, 16, 9, ";"2, 3, 85, "
536;471;"4, 16, 12, ";"2, 3, 85, 65, "
537;452;"4, 10, 8, ";"2, 3, 110, "
538;337;"4, 10, ";"2, 112, 16, "
539;471;"4, 10, 11, 12, ";"2, 112, 65, "
540;332;"4, 15, ";"2, 118, 20, "
541;463;"4, 15, 16, 17, ";"2, 118, 82, "
542;447;"4, 10, 11, 9, ";"2, 112, "
543;447;"4, 15, 16, 9, ";"2, 118, "
544;471;"4, 15, 16, 12, ";"2, 118, 65, "
545;389;"4, 10, 11, ";"2, 112, 132, "
546;382;"4, 15, 16, ";"2, 118, 62, "
547;452;"4, 10, 8, ";"2, 112, 110, "
548;348;"4, 5, 10, ";"2, 241, 16, "
549;348;"4, 5, 15, ";"2, 244, 20, "
550;375;"4, 5, 16, ";"2, 79, "
551;463;"4, 5, 16, 17, ";"2, 82, "
552;517;"4, 5, 16, 17, 18, ";"2, 194, "
553;447;"4, 5, 16, 9, ";"2, "
554;471;"4, 5, 16, 12, ";"2, 65, "
555;525;"4, 5, 16, 12, 13, ";"2, 170, "
556;525;"4, 5, 16, 12, 13, 14, ";"2, "
557;525;"4, 5, 16, 17, 18, 14, ";"2, "
558;382;"4, 5, 10, 11, ";"2, 260, 62, "
559;471;"4, 5, 10, 11, 12, ";"2, 260, 65, "
560;452;"4, 5, 10, 8, ";"2, 241, 110, "
561;447;"4, 5, 10, 11, 9, ";"2, 260, "
562;278;"6, 9, ";"22, 23, 272, "
563;356;"6, 12, 13, ";"22, 23, 169, 170, "
564;356;"6, 12, 13, 14, ";"22, 23, 169, "
565;348;"6, 17, 18, ";"22, 23, 193, 194, "
566;348;"6, 18, ";"22, 23, 286, 194, "
567;433;"6, 18, 19, ";"22, 23, 286, 291, "
568;443;"6, 18, 19, 20, ";"22, 23, 286, 295, "
569;356;"6, 9, 14, ";"22, 23, 272, 236, "
570;443;"6, 9, 20, ";"22, 23, 272, 303, 295, "
571;356;"6, 17, 18, 14, ";"22, 23, 193, "
572;356;"6, 18, 14, ";"22, 23, 286, "
573;309;"6, 12, ";"22, 23, 169, 228, "
574;363;"6, 13, ";"22, 23, 317, 318, "
575;363;"6, 13, 14, ";"22, 23, 317, "
576;301;"6, 17, ";"22, 23, 193, 232, "
577;440;"6, 9, 19, ";"22, 23, 272, 236, 330, "
578;450;"6, 9, 19, 20, ";"22, 23, 272, 236, 335, "
579;443;"6, 13, 14, 20, ";"22, 23, 338, 339, 295, "
580;274;"8, 14, ";"197, 110, 366, "
581;290;"8, 19, ";"197, 110, 369, 291, "
582;300;"8, 20, ";"197, 110, 427, 295, "
583;417;"8, 20, 21, ";"197, 110, 427, 389, "
584;300;"8, 14, 20, ";"197, 110, 366, 339, 295, "
585;417;"8, 14, 20, 21, ";"197, 110, 366, 339, 389, "
586;307;"8, 19, 20, ";"197, 110, 369, 335, "
587;276;"8, 9, 14, ";"224, 366, "
588;297;"8, 9, 19, ";"224, 369, 291, "
589;307;"8, 9, 20, ";"224, 427, 295, "
590;424;"8, 9, 20, 21, ";"224, 427, 389, "
591;307;"8, 9, 14, 20, ";"224, 366, 339, 295, "
592;424;"8, 9, 14, 20, 21, ";"224, 366, 339, 389, "
593;314;"8, 9, 19, 20, ";"224, 369, 335, "
594;293;"8, 9, 14, ";"224, 236, "
595;297;"8, 9, 19, ";"224, 236, 291, "
596;307;"8, 9, 19, 20, ";"224, 236, 295, "
597;424;"8, 9, 19, 20, 21, ";"224, 236, 389, "
598;307;"8, 9, 14, 20, ";"224, 236, 339, 295, "
599;424;"8, 9, 14, 20, 21, ";"224, 236, 339, 389, "
600;272;"12, 20, ";"169, 228, 427, 295, "
601;389;"12, 20, 21, ";"169, 228, 427, 389, "
602;445;"12, 21, 22, ";"169, 228, 689, 509, "
603;445;"12, 21, 22, 23, ";"169, 228, 689, "
604;390;"13, 21, 22, ";"317, 318, 689, 509, "
605;390;"13, 21, 22, 23, ";"317, 318, 689, "
606;397;"13, 14, 21, 22, ";"338, 689, 509, "
607;397;"13, 14, 21, 22, 23, ";"338, 689, "
608;397;"13, 14, 21, 22, ";"338, 811, 509, "
609;397;"13, 14, 21, 22, 23, ";"338, 811, "
610;348;"13, 14, 21, ";"338, 811, 817, "
611;271;"17, 14, ";"193, 232, 366, "
612;279;"17, 20, ";"193, 232, 427, 295, "
613;396;"17, 20, 21, ";"193, 232, 427, 389, "
614;279;"17, 14, 20, ";"193, 232, 366, 339, 295, "
615;396;"17, 14, 20, 21, ";"193, 232, 366, 339, 389, "
616;452;"17, 21, 22, ";"193, 232, 689, 509, "
617;452;"17, 21, 22, 23, ";"193, 232, 689, "
618;394;"18, 21, 22, ";"286, 1960, 689, 509, "
619;394;"18, 21, 22, 23, ";"286, 1960, 689, "
620;310;"19, 22, ";"369, 330, 1098, 509, "
621;310;"19, 22, 23, ";"369, 330, 1098, "
622;310;"19, 20, 22, ";"369, 335, 1098, 509, "
623;310;"19, 20, 22, 23, ";"369, 335, 1098, "
624;480;"8, 9, 14, 21, 22, ";"224, 236, 689, 509, "
625;480;"8, 9, 14, 21, 22, 23, ";"224, 236, 689, "
626;480;"8, 9, 14, 21, 22, ";"224, 236, 811, 509, "
627;480;"8, 9, 14, 21, 22, 23, ";"224, 236, 811, "
628;431;"8, 9, 14, 21, ";"224, 236, 811, 817, "
629;382;"9, 19, 22, ";"272, 236, 330, 1098, 509, "
630;382;"9, 19, 22, 23, ";"272, 236, 330, 1098, "
631;382;"9, 19, 20, 22, ";"272, 236, 335, 1098, 509, "
632;382;"9, 19, 20, 22, 23, ";"272, 236, 335, 1098, "
633;397;"13, 14, 20, 22, ";"338, 339, 295, 1098, 509, "
634;397;"13, 14, 20, 22, 23, ";"338, 339, 295, 1098, "
635;414;"1, 2, 3, 7, ";"7, 48, 49, "
636;469;"1, 2, 3, 7, 8, ";"7, 48, 53, "
637;471;"1, 2, 3, 7, 8, 9, ";"7, 48, "
638;414;"1, 2, 3, 9, ";"7, 272, "
639;414;"1, 2, 3, 10, ";"7, 16, "
640;414;"1, 2, 3, 10, 11, ";"7, 62, "
641;493;"1, 2, 3, 10, 11, 12, ";"7, 65, "
642;414;"1, 2, 3, 11, ";"7, 68, 62, "
643;493;"1, 2, 3, 11, 12, ";"7, 68, 65, "
644;472;"1, 2, 3, 12, 13, ";"7, 169, 170, "
645;472;"1, 2, 3, 12, 13, 14, ";"7, 169, "
646;414;"1, 2, 3, 14, ";"7, 366, "
647;414;"1, 2, 3, 15, ";"7, 20, "
648;414;"1, 2, 3, 15, 16, ";"7, 79, "
649;494;"1, 2, 3, 15, 16, 17, ";"7, 82, "
650;414;"1, 2, 3, 16, ";"7, 85, 79, "
651;494;"1, 2, 3, 16, 17, ";"7, 85, 82, "
652;471;"1, 2, 3, 17, 18, ";"7, 193, 194, "
653;414;"1, 2, 3, 18, ";"7, 286, 194, "
654;500;"1, 2, 3, 8, 14, ";"7, 197, "
655;414;"1, 2, 3, 9, 14, ";"7, 272, 236, "
656;469;"1, 2, 3, 10, 11, 9, ";"7, "
657;469;"1, 2, 3, 11, 9, ";"7, 68, "
658;478;"1, 2, 3, 15, 16, 9, ";"7, "
659;502;"1, 2, 3, 15, 16, 12, ";"7, 65, "
660;478;"1, 2, 3, 16, 9, ";"7, 85, "
661;502;"1, 2, 3, 16, 12, ";"7, 85, 65, "
662;479;"1, 2, 3, 17, 18, 14, ";"7, 193, "
663;421;"1, 2, 3, 18, 14, ";"7, 286, "
664;427;"1, 2, 3, 8, ";"7, 197, 110, "
665;429;"1, 2, 3, 8, 9, ";"7, 224, "
666;425;"1, 2, 3, 12, ";"7, 169, 228, "
667;424;"1, 2, 3, 13, ";"7, 317, 318, "
668;424;"1, 2, 3, 13, 14, ";"7, 317, "
669;424;"1, 2, 3, 17, ";"7, 193, 232, "
670;507;"1, 2, 3, 8, 9, 14, ";"7, 224, 236, "
671;474;"1, 2, 3, 10, 8, ";"7, 110, "
672;370;"4, 9, ";"2, 3, 272, "
673;428;"4, 12, 13, ";"2, 3, 169, 170, "
674;428;"4, 12, 13, 14, ";"2, 3, 169, "
675;370;"4, 14, ";"2, 3, 366, "
676;427;"4, 17, 18, ";"2, 3, 193, 194, "
677;370;"4, 18, ";"2, 3, 286, 194, "
678;456;"4, 8, 14, ";"2, 3, 197, "
679;370;"4, 9, 14, ";"2, 3, 272, 236, "
680;435;"4, 17, 18, 14, ";"2, 3, 193, "
681;377;"4, 18, 14, ";"2, 3, 286, "
682;383;"4, 8, ";"2, 3, 197, 110, "
683;385;"4, 8, 9, ";"2, 3, 224, "
684;381;"4, 12, ";"2, 3, 169, 228, "
685;380;"4, 13, ";"2, 3, 317, 318, "
686;380;"4, 13, 14, ";"2, 3, 317, "
687;380;"4, 17, ";"2, 3, 193, 232, "
688;463;"4, 8, 9, 14, ";"2, 3, 224, 236, "
689;240;"1, ";"1, "
690;240;"1, 2, 3, ";"7, "
691;240;"2, ";"24, 2176, "
692;240;"2, 3, ";"24, 7, "
693;240;"3, 4, ";"46, 3, "
694;240;"5, 6, ";"8, 12, "
695;240;"7, 8, ";"48, 53, "
696;240;"7, 8, 9, ";"48, "
697;240;"9, ";"272, "
698;240;"10, ";"16, "
699;240;"10, 11, ";"62, "
700;240;"10, 11, 12, ";"65, "
701;240;"11, ";"68, 62, "
702;240;"11, 12, ";"68, 65, "
703;240;"12, 13, ";"169, 170, "
704;240;"12, 13, 14, ";"169, "
705;240;"14, ";"366, "
706;240;"15, ";"20, "
707;240;"15, 16, ";"79, "
708;240;"15, 16, 17, ";"82, "
709;240;"16, ";"85, 79, "
710;240;"16, 17, ";"85, 82, "
711;240;"17, 18, ";"193, 194, "
712;240;"18, 19, ";"286, 291, "
713;240;"18, 19, 20, ";"286, 295, "
714;240;"20, ";"427, 295, "
715;240;"20, 21, ";"427, 389, "
716;240;"22, ";"1098, 509, "
717;240;"22, 23, ";"1098, "
718;240;"23, ";"1119, "
719;240;"5, 10, ";"8, 6, 16, "
720;240;"5, 15, ";"8, 6, 20, "
721;240;"8, 14, ";"197, "
722;240;"9, 14, ";"272, 236, "
723;240;"9, 20, ";"272, 303, 295, "
724;240;"10, 11, 9, "
725;240;"11, 9, ";"68, "
726;240;"14, 20, ";"366, 339, 295, "
727;240;"15, 16, 9, "
728;240;"15, 16, 12, ";"65, "
729;240;"16, 9, ";"85, "
730;240;"16, 12, ";"85, 65, "
731;240;"17, 18, 14, ";"193, "
732;240;"18, 14, ";"286, "
733;240;"1, 2, ";"2241, "
734;240;"3, ";"46, 1611, "
735;240;"4, ";"2, 3, "
736;240;"5, ";"8, 2247, "
737;240;"6, ";"22, 23, "
738;240;"7, ";"48, 2251, "
739;240;"8, ";"197, 110, "
740;240;"8, 9, ";"224, "
741;240;"12, ";"169, 228, "
742;240;"13, ";"317, 318, "
743;240;"13, 14, ";"338, "
744;240;"17, ";"193, 232, "
745;240;"18, ";"286, 1960, "
746;240;"19, ";"369, 330, "
747;240;"19, 20, ";"369, 335, "
748;240;"21, 22, ";"689, 509, "
749;240;"21, 22, 23, ";"689, "
750;240;"8, 9, 14, ";"224, 236, "
751;240;"9, 19, ";"272, 236, 330, "
752;240;"9, 19, 20, ";"272, 236, 335, "
753;240;"10, 8, ";"110, "
754;240;"13, 14, 20, ";"338, 339, 295, "
